sentence,genre
freedom freedom yeah right ,metal
desert wonder lack mirag ,pop
there mistak barrag ,pop
sand wind like tear skin ,pop
babi what without expos what within ,pop
forsaken left ,pop
barren desol ,pop
soul evapor satur satur ,pop
rain life ,pop
soul evapor satur satur ,pop
storm bring tide ,pop
day stretch long heat ,pop
sun brighten defeat ,pop
lip chap theyr parch dri ,pop
ooh yeah yeah ,pop
first felt everyday gone ,pop
forsaken left ,pop
barren desol ,pop
soul evapor satur satur ,pop
rain life ,pop
soul evapor satur satur ,pop
storm bring tide ,pop
dune shift drift lift wind ,pop
cover hope start give ,pop
crack creas dip ,pop
push brink drink swill ,pop
soul evapor satur satur ,pop
rain life ,pop
soul evapor satur satur ,pop
storm bring tide ,pop
soul evapor satur satur ,pop
rain life ,pop
ahhaoah ,pop
babi one treat ,pop
badli felt like ,pop
cheat ,pop
felt ,pop
till prove everyth friend said ,pop
true ,pop
got ladi ,pop
happen way ,pop
blame ,pop
walk away ,pop
,pop
treat bad ,pop
love ,pop
best thing ever ,pop
think know what go ,pop
know keep wast time ,pop
hold know werr keep wast time ,pop
cant see thing said ,pop
never make believ ,pop
thought saw surer side ,pop
seem think cant seem live life without ,pop
sorri babi cant ,pop
got ladi ,pop
happen way ,pop
blame ,pop
walk away ,pop
,pop
treat bad ,pop
love ,pop
best thing ever ,pop
think know what go ,pop
know keep wast time ,pop
hold know werr keep wast time ,pop
think know what go ,pop
know keep wast time ,pop
hold know werr keep wast time ,pop
know live without ,pop
see ,pop
time play late ,pop
time see ,pop
wast life ,pop
think know what go ,pop
know keep wast time ,pop
hold know werr keep wast time ,pop
think know what go ,pop
know keep wast time ,pop
hold know werr keep wast time ,pop
think know what go ,pop
know keep wast time ,pop
hold know werr keep wast time ,pop
think know what go ,pop
know keep wast time ,pop
hold know werr keep wast time ,pop
think know what go ,pop
know keep wast time ,pop
hold know werr keep wast time ,pop
think know what go ,pop
know keep wast time ,pop
hold know keep wast time ,pop
think ,pop
sleepless solitud tonight ,pop
wrong love ,pop
heart let right ,pop
caus ive drown ,pop
pull ,pop
without side ,pop
id give ,pop
one night ,pop
id risk life feel ,pop
bodi next mine ,pop
caus cant go ,pop
live memori song ,pop
id give love tonight ,pop
babi feel ,pop
imagin im look eye ,pop
see clearli ,pop
vividli emblazon mind ,pop
yet far ,pop
like distant star ,pop
im wish tonight ,pop
id give ,pop
one night ,pop
id risk life feel ,pop
bodi next mine ,pop
caus cant go ,pop
live memori song ,pop
id give love tonight ,pop
id give ,pop
one night ,pop
id risk life feel ,pop
bodi next mine ,pop
caus cant go ,pop
live memori song ,pop
id give love tonight ,pop
give love ,pop
tonight ,pop
im broke im happi im poor im kind ,pop
im short im healthi yeah ,pop
im high im ground im sane im overwhelm ,pop
im lost im hope babi ,pop
come ,pop
everyth gonna fine fine fine ,pop
caus ive got one hand pocket ,pop
one give high five ,pop
feel drunk im sober im young im underpaid ,pop
im tire im work yeah ,pop
care im restless im im realli gone ,pop
im wrong im sorri babi ,pop
come ,pop
everyth go quit alright ,pop
caus ive got one hand pocket ,pop
one flick cigarett ,pop
come ,pop
got figur yet ,pop
caus ive got one hand pocket ,pop
one give peac sign ,pop
im free im focus im green im wise ,pop
im hard im friendli babi ,pop
im sad im laugh im brave im chicken shit ,pop
im sick im pretti babi ,pop
boil ,pop
one realli got figur yet ,pop
ive got one hand pocket ,pop
one play piano ,pop
come friend yeah ,pop
everyth fine fine fine ,pop
ive got one hand pocket ,pop
one hail taxi cab ,pop
choic hear ,pop
state case time ,pop
thought ,pop
treat like im princess ,pop
im use like ,pop
ask day ,pop
alreadi spite ,pop
alarm fall head foot ,pop
surpris love ,pop
help ,pop
fault ,pop
love thick swallow whole ,pop
much braver gave credit ,pop
that lip servic ,pop
alreadi spite ,pop
alarm fall head foot ,pop
surpris love ,pop
help ,pop
fault ,pop
bearer uncondit thing ,pop
held breath door ,pop
thank patienc ,pop
best listen ive ever met ,pop
best friend ,pop
best friend benefit ,pop
took long ,pop
ive never felt healthi ,pop
ive never want someth ration ,pop
awar ,pop
awar ,pop
alreadi spite ,pop
alarm fall head foot ,pop
surpris love ,pop
help ,pop
fault ,pop
alreadi spite ,pop
alarm fall head foot ,pop
surpris love ,pop
help ,pop
fault ,pop
help ,pop
fault ,pop
old man turn ninetyeight ,pop
lotteri die next day ,pop
black fli chardonnay ,pop
death row pardon two minut late ,pop
iron think ,pop
like rain wed day ,pop
free ride alreadi paid ,pop
good advic take ,pop
wouldv thought figur ,pop
mr play safe afraid fli ,pop
pack suitcas kiss kid goodby ,pop
wait whole damn life take flight ,pop
plane crash thought ,pop
well nice ,pop
iron think ,pop
like rain wed day ,pop
free ride alreadi paid ,pop
good advic take ,pop
wouldv thought figur ,pop
well life funni way sneak ,pop
think everyth okay everyth go right ,pop
life funni way help ,pop
think everyth gone wrong everyth blow ,pop
face ,pop
traffic jam alreadi late ,pop
smoke sign cigarett break ,pop
like ten thousand spoon need knife ,pop
meet man dream ,pop
meet beauti wife ,pop
iron think ,pop
littl iron yeah realli think ,pop
like rain wed day ,pop
free ride alreadi paid ,pop
good advic take ,pop
wouldv thought figur ,pop
well life funni way sneak ,pop
life funni way help ,pop
help ,pop
chin chin chin chin ,pop
wanna chase machin ,pop
bling bling ,pop
wanna scene ,pop
big shot small screen ,pop
got gold green ,pop
chin chin chin chin ,pop
wanna chase machin ,pop
bling bling wanna scene ,pop
big shot small screen ,pop
got gold green ,pop
never say whatev ,pop
call somebodi call clever ,pop
style stirrer multicolor mirror ,pop
tambourin guiro ,pop
come nearer let make clearer ,pop
amigo chiquita ,pop
light flicker put lyric sticker ,pop
skip filter blast meter tear speaker ,pop
shake shake sneaker ,pop
shake shake quicker ,pop
like anyon would ,pop
flatter fascin ,pop
like hot blood woman ,pop
simpli want object crave ,pop
allow ,pop
uninvit ,pop
unfortun slight ,pop
must strang excit ,pop
watch stoic squirm ,pop
must somewhat hearten ,pop
watch shepard meet shepard ,pop
allow ,pop
uninvit ,pop
unfortun slight ,pop
like unchart territori ,pop
must seem greatli intrigu ,pop
speak love like ,pop
experienc love like mine ,pop
allow ,pop
uninvit ,pop
unfortun slight ,pop
think unworthi ,pop
need moment deliber ,pop
oh oh oh ,pop
recommend get heart trampl anyon yeah ,pop
recommend walk around nake live room yeah ,pop
swallow jag littl pill ,pop
feel good swim stomach ,pop
wait dust settl ,pop
live learn love learn ,pop
cri learn lose learn ,pop
bleed learn scream learn ,pop
recommend bite chew anyon ,pop
certainli ,pop
recommend stick foot mouth time ,pop
feel free ,pop
throw caution block wind ,pop
hold ray ,pop
wait see smoke clear ,pop
live learn love learn ,pop
cri learn lose learn ,pop
bleed learn scream learn ,pop
oh oh ,pop
wear way threeyearold would ,pop
melt gonna eventu anyway ,pop
fire truck come around bend ,pop
live learn love learn ,pop
cri learn lose learn ,pop
bleed learn scream learn ,pop
griev learn choke learn ,pop
laugh learn choos learn ,pop
pray learn ask learn ,pop
live learn ,pop
want know happi ,pop
wish noth best ,pop
older version ,pop
pervert like ,pop
would go theater ,pop
speak eloqu ,pop
would babi ,pop
im sure shed make realli excel mother ,pop
caus love gave made ,pop
abl make enough ,pop
open wide ,pop
everi time speak name ,pop
know told ,pop
hold die ,pop
til die still aliv ,pop
im remind ,pop
mess left went away ,pop
fair deni ,pop
cross bear gave ,pop
oughta know ,pop
seem well thing look peac ,pop
im quit well thought know ,pop
forget mr duplic ,pop
hate bug middl dinner ,pop
slap face ,pop
quickli replac ,pop
think fuck ,pop
caus love gave made ,pop
abl make enough ,pop
open wide ,pop
everi time speak name ,pop
know told ,pop
hold die ,pop
til die still aliv ,pop
im remind ,pop
mess left went away ,pop
fair deni ,pop
cross bear gave ,pop
oughta know ,pop
caus joke laid bed ,pop
im gonna fade ,pop
soon close eye know ,pop
everi time scratch nail ,pop
someon el back hope feel ,pop
well feel ,pop
im remind ,pop
mess left went away ,pop
fair deni ,pop
cross bear gave ,pop
oughta know ,pop
everi breath take ,pop
everi move make ,pop
everi bond break ,pop
everi step take ,pop
ill watch ,pop
everi singl day ,pop
everi word say ,pop
everi game play ,pop
everi night stay ,pop
ill watch ,pop
cant see ,pop
belong ,pop
poor heart ach everi step take ,pop
everi move make ,pop
everi vow break ,pop
everi smile fake ,pop
everi claim stake ,pop
ill watch ,pop
sinc gone lost without trace ,pop
dream night see face ,pop
look around cant replac ,pop
keep cri babi pleas ,pop
everi move make ,pop
everi vow break ,pop
everi smile fake ,pop
everi claim stake ,pop
ill watch ,pop
oh god know everyth rememb u ,pop
teach u way lead ,pop
reach prayer mine ,pop
listen save u ,pop
child ,pop
light ,pop
pray light ,pop
heart remain ,pop
watch u go ,pop
remind u ,pop
help u wise ,pop
etern star ,pop
prayer ,pop
let prayer ,pop
much faith ,pop
lose way ,pop
guid u save u ,pop
eye ,pop
dream world without violenc ,pop
world justic hope ,pop
everyon give neighbor hand ,pop
symbol peac fratern ,pop
strength give u ,pop
desir ,pop
everyon find love ,pop
around within ,pop
prayer turn ,pop
faith kindl u ,pop
feel save u ,pop
faith kindl u ,pop
feel save u ,pop
look morn rain ,pop
use feel uninspir ,pop
knew face anoth day ,pop
lord made feel tire ,pop
day met life unkind ,pop
key peac mind ,pop
caus make feel ,pop
make feel ,pop
make feel like ,pop
natur woman woman ,pop
soul lost found ,pop
came along claim ,pop
know wrong ,pop
til kiss help name ,pop
im longer doubt im live ,pop
make happi need ,pop
caus make feel ,pop
make feel ,pop
make feel like ,pop
natur woman woman ,pop
oh babi done done ,pop
make feel good insid good insid ,pop
want close want ,pop
make feel aliv ,pop
make feel ,pop
make feel ,pop
make feel like ,pop
natur woman woman ,pop
make feel ,pop
make feel ,pop
make feel like natur woman woman ,pop
make feel ,pop
make feel ,pop
girl long long time comin ye ,pop
know worth wait yeah ,pop
yeah ,pop
feel like springtim winter ,pop
feel like christma june ,pop
feel like heaven open gate yeah ,pop
everi time close eye ,pop
thank lord ive got ive got yeah ,pop
got got ,pop
everi time think pinch caus ,pop
believ true yeah ,pop
someon like love yeah ,pop
eyi yeah yea babi yeah ,pop
ooh ouh girl think truli somethin ye ye ,pop
everi bit dream come true ye ye ,pop
babi babi never rain wonder ,pop
sun alway shine im near ,pop
bless found somebodi like ,pop
everi time close eye ,pop
thank lord ive got ive got yeah ,pop
got got ,pop
everi time think pinch caus ,pop
believ true yeah oh babi ,pop
someon like love yeah ,pop
think night ive cri sleep yeah ,pop
realli oughtta know much mean right ,pop
right life life right ,pop
oh babi babi yeah yeah ,pop
tell girl everi time close eye ,pop
thank lord ive got babi ,pop
got babi got ,pop
everi time think pinch caus ,pop
believ true ,pop
someon like love yeah ey yeaah hoo ,pop
love ,pop
everi breath take ,pop
everi move make ,pop
everi bond break ,pop
everi step take ,pop
ill watch ,pop
everi singl day ,pop
everi word say ,pop
everi game play ,pop
everi night stay ,pop
ill watch ,pop
cant see ,pop
belong ,pop
poor heart ach everi step take ,pop
everi move make ,pop
everi vow break ,pop
everi smile fake ,pop
everi claim stake ,pop
ill watch ,pop
sinc gone lost without trace ,pop
dream night see face ,pop
look around cant replac ,pop
keep cri babi pleas ,pop
everi move make ,pop
everi vow break ,pop
everi smile fake ,pop
everi claim stake ,pop
ill watch ,pop
crazi ,pop
oh ,pop
oh ,pop
babi im ,pop
got someth ,pop
babi spin around oh ,pop
earth move cant feel ground ,pop
everi time look ,pop
heart jump easi see ,pop
drive crazi cant sleep ,pop
im excit im deep ,pop
whoa oh oh crazi feel alright ,pop
babi think keep night ,pop
tell ,pop
im one see ,pop
tell im blue oh ,pop
im wast feel ,pop
everi time look ,pop
heart jump ,pop
drive crazi cant sleep ,pop
im excit im deep ,pop
whoa oh oh crazi feel alright ,pop
babi think keep night ,pop
oh oh yeah yeah ,pop
drive crazi oh ,pop
sing oh oh oh crazi ,pop
yeah ,pop
yeah yeah yeah ,pop
stop ,pop
ooh oh yeah ,pop
drive crazi babi ,pop
excit im deep oh ,pop
oh feel alright ,pop
babi think keep night ,pop
drive crazi drive crazi ,pop
cant sleep ,pop
im excit im deep deep babi ,pop
oh oh oh crazi feel alright ,pop
babi think keep night ,pop
sing crazi ,pop
oh oh crazi ooh oh yeah ,pop
drive crazi feel alright ,pop
babi think keep night ,pop
cant get satisfact ,pop
cant get satisfact ,pop
tri tri tri tri ,pop
